original_title,original_artist,spotify_title,spotify_artist,album,release_date,popularity,duration_ms,explicit,album_cover,genres
Ripped Pants,Spongebob Squarepants,Ripped Pants,Spongebob Squarepants,Spongebob Squarepants - The Yellow Album,2005-11-15,40,76813,False,https://i.scdn.co/image/ab67616d0000b273671d70d370a74b4b3cd2873e,"['cartoon', ""children's music""]"
Introitus: Requiem: Agnus Dei,Kuijken Kwartet,Introitus: Requiem: Agnus Dei,Wolfgang Amadeus Mozart,Mozart: Requiem KV 626 - Version For String Quartet by Peter Lichtenthal,2007-02-16,0,184866,False,https://i.scdn.co/image/ab67616d0000b273062568bf1d648850adcd03b1,"['classical', 'classical era']"
Your Prophetic Throne Of Ivory,Disembowelment,Your Prophetic Throne of Ivory,Disembowelment,Transcendence Into the Peripheral / Dusk,1993,17,460613,False,https://i.scdn.co/image/ab67616d0000b273291c3c62bdd6703f7c295206,"['australian death metal', 'australian metal', 'death doom', 'doom metal', 'voidgrind']"
Guys Do It All The Time,Mindy McCready,Guys Do It All the Time,Mindy McCready,Ten Thousand Angels,1996-04-30,49,191800,False,https://i.scdn.co/image/ab67616d0000b27355cfd0a24a891f8d62dc7d71,"['country', 'country dawn', 'country road']"
We Are One,Kelly Sweet,We Are One,Kelly Sweet,We Are One,2007-03-06,21,216213,False,https://i.scdn.co/image/ab67616d0000b2739ae6891668c3589bfa8eff2d,
Who Cares,Delroy Wilson,Who Cares,Delroy Wilson,The Cool Operator,2024-05-03,10,183554,False,https://i.scdn.co/image/ab67616d0000b273fcc4bcbd1192f86a21efe420,"['lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']"
The Spinward Marches,The Lord Weird Slough Feg,The Spinward Marches,The Lord Weird Slough Feg,Traveller,2003-01-20,5,82533,False,https://i.scdn.co/image/ab67616d0000b273653b9c62cba6be9a094e662d,"['nwothm', 'us power metal']"
Decidete,Marisela,Decidete - Live,Marisela,En Vivo - Tu Dama De Hierro,1999-04-27,37,239240,False,https://i.scdn.co/image/ab67616d0000b2734a7145511e3abaacca871474,"['latin pop', 'ranchera']"
Yell Out,Pennywise,Yell Out,Pennywise,The Fuse,2005-08-09,20,154440,True,https://i.scdn.co/image/ab67616d0000b27324aa081db43260b84101bb50,"['punk', 'skate punk', 'socal pop punk']"
All The Answers,Jesus Jones,All The Answers,Jesus Jones,Liquidizer,1989,9,228466,False,https://i.scdn.co/image/ab67616d0000b2738ab8a777e8d678fbf36bfe0f,"['britpop', 'dance rock', 'grebo']"
Slow Love,Mr. Sancho,Slow Love Feat. Ms. Sancha,Mr. Sancho,Foreplay,2006,21,216813,False,https://i.scdn.co/image/ab67616d0000b273de5faf9df45f64667faa2f0a,['chicano rap']
Gotta Tell Somebody,Don Francisco,Gotta Tell Somebody,Don Francisco,Signature Songs,2000,13,395160,False,https://i.scdn.co/image/ab67616d0000b273ad5e3d2cefddf80c78a276be,['jesus movement']
Grandbag's Funeral,Happy Mondays,Grandbag's Funeral - 2007 Remastered Version,Happy Mondays,Pills 'N' Thrills And Bellyaches (Collector's Edition),1990-01-01,23,201253,True,https://i.scdn.co/image/ab67616d0000b27330b27b5fddf69d3b03926915,"['britpop', 'dance rock', 'madchester']"
Chase,Leona Naess,Chase,Leona Naess,Comatised,2000-03-14,2,199093,False,https://i.scdn.co/image/ab67616d0000b273244c0239676513903939fcac,"['ectofolk', 'lilith']"
Yo Yo Get Funky,Fast Eddie,Yo Yo Get Funky - Andre Zimmer Remix,Fast Eddie,Yo Yo Get Funky (Andre Zimmer Remix),2024-03-08,31,210000,False,https://i.scdn.co/image/ab67616d0000b273ddf0da18ed8a5ce57bd4830c,"['acid house', 'chicago house', 'chicago rap', 'classic house', 'hip house']"
Antes Que Seja Tarde,Nelson Ned,Antes Que Seja Tarde,Nelson Ned,2 Em 1,2003-01-01,3,150133,False,https://i.scdn.co/image/ab67616d0000b273cc1411adce8616f2fd9c1c1a,"['bolero', 'mexican rock-and-roll', 'pop romantico', 'ranchera']"
Clifton's Two Step,Clifton Chenier,Clifton's Two Step,Clifton Chenier,Louisiana Blues and Zydeco,2005-01-01,1,218080,False,https://i.scdn.co/image/ab67616d0000b273702f8ef967d8a2f72bfa9371,"['accordion', 'zydeco']"
From Da Back,DJ Godfather,Back From The Future,DJ Godfather,Da Bomb Vol 2,2000-12-05,2,60917,False,https://i.scdn.co/image/ab67616d0000b273186a2c1cfe4db808c6ccca79,['ghettotech']
Yo Quiero Saber,Toby Love Feat. Girlz Talk,Yo Quiero Saber (feat. Girlz Talk),Toby Love,Toby Love,2006,8,230880,False,https://i.scdn.co/image/ab67616d0000b2732090d71d7da50783b030753d,"['bachata', 'reggaeton']"
Chicken Fed,Ghetto Mafia,Chicken Fed,Ghetto Mafia,Part III : Chopped And Screwed,2004,0,303840,False,https://i.scdn.co/image/ab67616d0000b273a53e5cf0aac8df45ce3239e2,"['atl hip hop', 'old school atlanta hip hop']"
The Coldest Days Of My Life,The Chi-Lites,The Coldest Days Of My Life,The Chi-Lites,The Ultimate Chi-Lites,2006,20,509746,False,https://i.scdn.co/image/ab67616d0000b27354e863427f6d665cf3713d6e,"['chicago soul', 'classic soul', 'disco', 'funk', 'quiet storm', 'soul', 'southern soul']"
Purple Haze,Johnny Pearson,Purple Haze,Johnny Pearson,Kpm 1000 Series: Gentle Sounds - Volume 2,1970-01-01,7,158933,False,https://i.scdn.co/image/ab67616d0000b273fac85e785a0b78be98e3ff17,['library music']
When Heaven Falls,Swans Of Avon,When Heaven Falls,Swans Of Avon,When Heaven Falls,2010-02-18,4,200146,False,https://i.scdn.co/image/ab67616d0000b273236e063458a210e9dfd4ccb3,['corrosion']
Centrali termiche,Piero Umiliani,Centrali Termiche,Piero Umiliani,Musicaelettronica Vol. 1,2000,4,144562,False,https://i.scdn.co/image/ab67616d0000b27310c4b6f0200d9b2309e87900,['vintage italian soundtrack']
Launder_ Lather_ Swab & Shower,Steve Green,"Launder, Lather, Swab & Shower",Steve Green,Sir Bernard The Good Knight!,2004-01-01,2,126316,False,https://i.scdn.co/image/ab67616d0000b273a586168b3a0cbc3192780f77,['classic praise']
More than War,YZ,More Than War,YZ,Muad'dib (Clean Version),2009-04-21,0,248000,False,https://i.scdn.co/image/ab67616d0000b273994c42da9506680ea98160ee,['new jersey rap']
Can't Break a Dead Girl's Heart,Zombina & The Skeletones,Can't Break A Dead Girl's Heart,Zombina & The Skeletones,Taste The Blood Of...,2002-06-01,14,154598,False,https://i.scdn.co/image/ab67616d0000b273428c85476ee1a458e0db6f92,"['gothabilly', 'horror punk']"
Change,Carroll Thompson,Change,Carroll Thompson,Carroll Thompson,1982-01-01,4,188050,False,https://i.scdn.co/image/ab67616d0000b273c55d22af3634e46c7d96c936,"['lovers rock', 'uk reggae']"
Medley,Mick Moloney,Medley (The Earl's Chair / Molloy's Favourite) - 2024 Remaster,Mick Moloney,We Have Met Together (2024 Remaster),1973-01-01,4,205067,False,https://i.scdn.co/image/ab67616d0000b27335205450a02ce7ba34dfcb57,"['celtic', 'irish banjo', 'irish folk']"
Far Away ,The Robert Cray Band,Far Away,The Robert Cray Band,Shoulda Been Home,2001-05-15,3,384533,False,https://i.scdn.co/image/ab67616d0000b273dc0b77719b51f39063f33697,"['blues', 'blues rock', 'country rock', 'electric blues', 'modern blues', 'southern rock']"
Did You See Jackie Robinson Hit That Ball?,Buddy Johnson,Did You See Jackie Robinson Hit That Ball?,Buddy Johnson,Jukebox Hits 1940-1951,2003,9,142026,False,https://i.scdn.co/image/ab67616d0000b273fb6eff0a6ab12870144e1783,['jump blues']
Mei Zi,Leon Lai,妹子,Leon Lai,一個故事,2005-10-01,0,265493,False,https://i.scdn.co/image/ab67616d0000b27340c3c1c4b254d708124eebbb,"['c-pop', 'cantopop', 'classic cantopop']"
Here Comes The Hotstepper,Ini Kamoze,Here Comes the Hotstepper - Heartical Mix,iNi Kamoze,Here Comes The Hotstepper,1994,66,250466,False,https://i.scdn.co/image/ab67616d0000b2736ffa23f19d8c125204e6220c,"['reggae', 'reggae fusion', 'roots reggae']"
Du Er Venta I Himlen,Mons Leidvin Takle,Du Er Venta I Himlen,Mons Leidvin Takle,"Tro, Håp & Kjærlighet",2005-03-29,0,159582,False,https://i.scdn.co/image/ab67616d0000b273dd336c873de6aa82b93782eb,['norwegian gospel']
Twilight,Vangelis,Twilight,Vangelis,The City,1990-01-01,22,297666,False,https://i.scdn.co/image/ab67616d0000b2734de9b0b9cc7895d48dae5555,"['cyberpunk', 'synthesizer']"
Hell On Earth ,Mobb Deep,Hell on Earth (Front Lines),Mobb Deep,Hell On Earth,1996-11-19,61,274093,True,https://i.scdn.co/image/ab67616d0000b273aaade0aecd37f7c8311e11c7,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']"
The Rock,Atomic Rooster,The Rock,Atomic Rooster,In Hearing of Atomic Rooster,1971-08-01,10,270466,False,https://i.scdn.co/image/ab67616d0000b27310d50a6752279d6d24c17cbc,"['british blues', 'progressive rock', 'proto-metal']"
Hawaï,Java,Hawai,Java,Hawaï,2000-05-08,8,314040,False,https://i.scdn.co/image/ab67616d0000b273f813abaff5211d6bad081c12,"['french folk pop', 'french reggae', 'french rock']"
Out In The Woods,Leon Russell,Out In The Woods,Leon Russell,Carney,1972,37,217773,False,https://i.scdn.co/image/ab67616d0000b27351247ab79904061f1294b599,"['blues rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'piano rock', 'roots rock', 'singer-songwriter', 'southern rock', 'swamp rock']"
Empty,Information Society,Empty,Information Society,Don't Be Afraid,1997,12,512773,False,https://i.scdn.co/image/ab67616d0000b2739b574598d44026e852dbb8b6,"['freestyle', 'new romantic', 'synthpop']"
Hungry People,Otis Taylor,Hungry People,Otis Taylor,White African,2001,5,301880,False,https://i.scdn.co/image/ab67616d0000b2735dad42ee49620d8f8cabab46,"['acoustic blues', 'country blues']"
Since I've Been Loving You,Fiona,Since I've Been Loving You,Fiona,Strictly The Best Vol. 40,2009-11-20,4,297426,False,https://i.scdn.co/image/ab67616d0000b273ff306e95039cddd90d7de8b2,
Teach Me Tonight ,Eddie Cano,Teach Me Tonight,Eddie Cano,Here is Fabulous Eddie Cano,1962,0,182493,False,https://i.scdn.co/image/ab67616d0000b27309881547e3ce36d14c294a24,['space age pop']
Krazy In Luv,Beyoncé,Krazy In Luv - Rockwilder Remix,Beyoncé,Crazy In Love,2003-06-27,8,252986,False,https://i.scdn.co/image/ab67616d0000b27364248debea6281c1ec841a47,"['pop', 'r&b']"
The Man Machine ,Kraftwerk,The Model - 2009 Remaster,Kraftwerk,The Man-Machine (2009 Remaster),1978,54,220533,False,https://i.scdn.co/image/ab67616d0000b273e4c3295cd6464ed5bc0f6c2c,"['dusseldorf electronic', 'early synthpop', 'electro', 'proto-techno', 'synthpop']"
Reaching For The Best,The Exciters,Reaching for the Best,The Exciters,The Exciters Collection,2012-11-11,16,213866,False,https://i.scdn.co/image/ab67616d0000b2735559de7315258f2c9fd2276d,"['classic girl group', 'northern soul']"
Madame Irma,Théophil,Madame Irma,Théophil,Des Vies,2010-01-31,0,305586,False,https://i.scdn.co/image/ab67616d0000b273c0c84e5994138690e8fdbca3,
Whitfield,Atomship,Whitfield,Atomship,The Crash of '47,2004-01-01,19,295226,False,https://i.scdn.co/image/ab67616d0000b273c4adf58ae3bf4bb7494c4a5e,['hard alternative']
Stairway To Cleveland,Jefferson Starship,Stairway to Cleveland,Jefferson Starship,Modern Times,1981-04-02,13,240346,True,https://i.scdn.co/image/ab67616d0000b2732759ec97c9421e686a0b2de7,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
It's A Man's World ,MC5,"It's a Man's Man's Man's World (Recorded Live at Saginaw Civic Centre, Michigan, USA, 1 January 1970)",MC5,Are You Ready to Testify: The Live Bootleg Anthology,2005-01-25,8,349906,False,https://i.scdn.co/image/ab67616d0000b273961a67c2facde123e165165c,"['detroit rock', 'garage rock', 'proto-metal', 'protopunk', 'punk']"
Fool,Cartel,Ballin Like A Fool,OJ Da Juiceman,6 Rings 2 (No Dj),2013-05-23,14,255660,True,https://i.scdn.co/image/ab67616d0000b273305db11a911a419fa99a1f0f,"['atl hip hop', 'dirty south rap', 'old school atlanta hip hop', 'trap']"
Skvoz' Tuman Vekov,Arkona,Skvoz' Tuman Vekov,Arkona,Decade of Glory,2013-08-01,8,306826,False,https://i.scdn.co/image/ab67616d0000b27399dd9814772bae2ce6b96143,"['folk metal', 'russian folk metal', 'russian metal', 'slavic folk metal', 'slavic metal']"
Mi Musica Es Para Ti,Johnny Pacheco,Mi Musica es para Ti,Johnny Pacheco,Early Rhythms,1960-12-31,2,183360,False,https://i.scdn.co/image/ab67616d0000b27311975c13519b18184db4d72c,"['charanga', 'salsa']"
Down On The Street ,The Stooges,Down on the Street - 2005 Remaster,The Stooges,Fun House (Deluxe Edition),1970,44,223760,False,https://i.scdn.co/image/ab67616d0000b27313aa419336db598eb2674b1a,"['alternative rock', 'detroit rock', 'permanent wave', 'protopunk', 'punk']"
Palm Springs Jump,Buffalo Nickel Band,Palm Springs Jump,Buffalo Nickel Band,I've Got The World On A String,1995,0,200267,False,https://i.scdn.co/image/ab67616d0000b27329775ce09094ee6777c148fd,
In the Underworld,Skyforger,In the Underworld,Skyforger,Kurbads,2010-05-11,9,252933,False,https://i.scdn.co/image/ab67616d0000b27333417797756b5e43032bb484,"['baltic black metal', 'folk black metal', 'folk metal', 'latvian folk', 'latvian metal', 'slavic metal', 'viking metal']"
These Words,Natasha Bedingfield,These Words,Badger,These Words,2024-04-05,74,136580,False,https://i.scdn.co/image/ab67616d0000b27300f75805e619ec91836d28f9,['bassline']
Get that Girl ,Mother Superior,Get That Girl (Remix),Mother Superior,Grande,2008-03-18,0,170173,False,https://i.scdn.co/image/ab67616d0000b27328c883d736188ba551699f5d,
Dos Arbolitos ,Gloria Lasso,Dos Arbolitos,Gloria Lasso,Gloria Lasso chante en Espagnol,2014-01-01,0,156866,False,https://i.scdn.co/image/ab67616d0000b27390f3d1f3c60a2c51c117a1f2,['cancion melodica']
Stop The World,Extreme,Stop The World,Extreme,III Sides To Every Story,1992-01-01,26,357933,False,https://i.scdn.co/image/ab67616d0000b2730ba407cd9b2d529ad228d207,"['funk metal', 'glam metal', 'hard rock']"
Sympozium,Dimmu Borgir,Sympozium,Dimmu Borgir,Puritanical Euphoric Misanthropia,2001-03-12,27,313835,False,https://i.scdn.co/image/ab67616d0000b27351e41d7c23c5db7a50495816,"['black metal', 'gothic metal', 'melodic death metal', 'metal', 'norwegian black metal', 'norwegian metal', 'power metal', 'speed metal', 'symphonic black metal', 'symphonic metal', 'viking metal']"
Away From The Sky,Rickie Lee Jones,Away From The Sky,Rickie Lee Jones,Flying Cowboys,1989-09-26,12,333800,False,https://i.scdn.co/image/ab67616d0000b2738fc48df6afb81de42270dc3a,"['folk', 'singer-songwriter']"
Dhol Ton Bina,Malkit Singh,Dhol Ton Bina,Malkit Singh,Hai Shava,1989-01-01,0,354666,False,https://i.scdn.co/image/ab67616d0000b273163f15f388e5535fee42636a,"['bhangra', 'classic bhangra']"
Don't Give Up,Portable,Don't Give Up,Portable,Gridshift,2002-10-14,0,369737,False,https://i.scdn.co/image/ab67616d0000b2737a6ea50631845318a4d1a481,
Tell Him,The Exciters,Tell Him - Single Version,The Exciters,Tell Him,2012-01-01,49,156160,False,https://i.scdn.co/image/ab67616d0000b273134320d50562d6b2dfbdd2a9,"['classic girl group', 'northern soul']"
Ex Nihilo,Becoming The Archetype,Ex Nihilo,Becoming The Archetype,Terminate Damnation,2005-01-01,9,308813,False,https://i.scdn.co/image/ab67616d0000b27371668a65eb91c52f87ac5022,"['christian death metal', 'christian hardcore', 'christian metal', 'christian rock', 'progressive death metal']"
Retrato Em Branco E Preto,Brasilian Tropical Orchestra,Retrato em Branco e Preto,Brasilian Tropical Orchestra,Essential Brazil Vol 4,2011-05-05,0,190972,False,https://i.scdn.co/image/ab67616d0000b273a03b6ca816655286d6e56506,
Everytime It Rains,Peter Gallagher,Everytime It Rains,Peter Gallagher,7 Days In Memphis,2005-11-08,1,182280,False,https://i.scdn.co/image/ab67616d0000b273bd5d4953f22fae1230a77514,
Some Enchanted Evening,Jay & The Americans,Some Enchanted Evening,Jay & The Americans,Complete United Artists Singles,2009-01-01,26,135720,False,https://i.scdn.co/image/ab67616d0000b2732ad3639fd3fee0fd03732105,"['bubblegum pop', 'classic garage rock', 'doo-wop', 'merseybeat', 'rock-and-roll']"
Celebration ,Raze,Celebration - The Plan Album Version,Raze,The Plan,2000-01-01,3,211146,False,https://i.scdn.co/image/ab67616d0000b2739b8937bc6f85bc9aa4eafcd3,
No City - Instrumental,Aesop Rock,No City - Instrumental,Aesop Rock,None Shall Pass (Instrumentals and Accapellas),2009-05-05,3,272866,True,https://i.scdn.co/image/ab67616d0000b273a71cad4712696dff2710628f,"['abstract hip hop', 'alternative hip hop', 'conscious hip hop']"
Voy A Olvidarme,Jay Pérez,Voy a Olvidarme,Jay Pérez,Hombre En La Luna,2002,11,224026,False,https://i.scdn.co/image/ab67616d0000b273b13f55055e65741dab994f6d,['tejano']
The Burden ,Dropkick Murphys,The Burden,Dropkick Murphys,The Warrior's Code,2005-07-19,28,175960,False,https://i.scdn.co/image/ab67616d0000b273030915ffa58125ae36f13a6f,"['boston punk', 'boston rock', 'celtic punk', 'celtic rock', 'punk']"
From The Pain,Adam Richman,From The Pain,Adam Richman,Patience and Science,2005-04-19,0,235240,False,https://i.scdn.co/image/ab67616d0000b273ecec2b9f1bc3d1a8dc2f46ba,
It's All In How You Look At It,Big Jay Oakerson,It's All in How You Look at It,Big Jay Oakerson,An American Storyteller,2009-07-21,21,172533,True,https://i.scdn.co/image/ab67616d0000b273c4df62404b810dfc729f93a5,"['deep comedy', 'new comedy']"
Dub In Bed,Alternative TV,Dub In Bed,Alternative TV,Strange Kicks,1981,2,180640,False,https://i.scdn.co/image/ab67616d0000b2737261c83152955b4fb7911680,['uk post-punk']
Do That There ,Lyrics Born,Do That There - Young Einstein Hoo-Hoo Mix,Lyrics Born,Same !@#$ Different Day,2005-04-19,24,204546,True,https://i.scdn.co/image/ab67616d0000b273e6254d47c59606765dc9df74,['turntablism']
All Night Long,Junior Kimbrough,All Night Long,Junior Kimbrough,God Knows I Tried,1998,17,384840,False,https://i.scdn.co/image/ab67616d0000b27373f87ba8fd28328c884cf873,"['acoustic blues', 'country blues', 'delta blues', 'traditional blues']"
Believe In Me ,ATB,Believe in Me,ATB,Seven Years,2005-06-13,31,196546,False,https://i.scdn.co/image/ab67616d0000b273a378e119f05b3b24785053bc,"['german dance', 'german techno', 'german trance', 'trance']"
Dead Hackers,Marco Beltrami,Dead Hackers,Marco Beltrami,Live Free Or Die Hard (Original Motion Picture Soundtrack),2007-01-01,7,91320,False,https://i.scdn.co/image/ab67616d0000b273893102e15f76f5dbb12239f7,"['orchestral soundtrack', 'soundtrack']"
Contrary Mary  ,Kix,Contrary Mary,Kix,Kix,1981,12,191133,False,https://i.scdn.co/image/ab67616d0000b27318dc8bd34b9b238c072b5cf7,['glam metal']
Miss Clara/Azusa Sue,Bobbie Gentry,Miss Clara/Azusa Sue,Bobbie Gentry,Patchwork,1971-05-01,3,261271,False,https://i.scdn.co/image/ab67616d0000b273f26e19203fcff73db0683b41,
Eruption ,Van Halen,Eruption - 2015 Remaster,Van Halen,Van Halen (Remastered),1978-02-10,61,102080,False,https://i.scdn.co/image/ab67616d0000b27317dd812df38fed44d6d2036e,"['album rock', 'classic rock', 'hard rock', 'rock']"
Comfort Zone,Everyday Sunday,Comfort Zone,Everyday Sunday,Anthems For The Imperfect,2004,1,160466,False,https://i.scdn.co/image/ab67616d0000b27364ffcef4b0982a66d6fc2d7e,"['christian alternative rock', 'christian punk', 'christian rock']"
Miyela Afrika,Vusi Mahlasela,Miyela Afrika,Vusi Mahlasela,"Vusi Mahlasela, Greatest Hits",2014-06-06,5,299533,False,https://i.scdn.co/image/ab67616d0000b273c79eeaf35ca9f872c36f67b3,['south african jazz']
Better Ways,Tam Tam Go!,Better Ways,Tam Tam Go!,Espaldas Mojadas,1990-01-25,6,224000,False,https://i.scdn.co/image/ab67616d0000b2732bce9c7239c60849e6de155e,"['indie extremena', 'spanish new wave', 'spanish pop', 'spanish pop rock']"
Traveling Fast,Pat Metheny,Traveling Fast,Pat Metheny,Day Trip / Tokyo Day Trip,2009-06-02,4,711693,False,https://i.scdn.co/image/ab67616d0000b27329fb2e16ee7ab09ff0855d59,"['avant-garde jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz guitar']"
First Kiss,Jim Chappell,First Kiss,Jim Chappell,Laughter at Dawn - Solo Piano,1994-07-01,2,241866,False,https://i.scdn.co/image/ab67616d0000b2737a977826797fcf84c9ff7b37,
Fighters  ,Lupe Fiasco feat. Matthew Santos,Fighters (feat. Matthew Santos),Lupe Fiasco,Lupe Fiasco's The Cool,2007-01-01,32,213333,False,https://i.scdn.co/image/ab67616d0000b273c3244d303444a43b933b9bf4,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']"
