title,artist,hot
Why Baby Why,Hank Locklin,0
Gracieusette,Gus Viseur,0
Peace Dance,Terry Riley,0
Trio in G minor for piano_ violin_ and 'cello Op. 17: Andante,Double Image,0
Please Jesus_ Send Me Someone To Fuck,All Leather,0
Flute,Les Ogres De Barback,0
North American Ballads: No. 2 - Which Side Are You On?,David Jalbert,0
The New Girl,Javier Navarrete,0
All I Really Want,Premiums,0
Big Girl Blues,Danny Barnes,0
Hot Wire [Live Version],Kix,0
Ain't Gone 'N' Give Up On Love,Stevie Ray Vaughan And Double Trouble,0
Tracy,Goldfish,0
Savin' Me,Nickelback,0
I Get My Paper,Cassidy featuring Swizz Beatz,0
Turn It Around,Tony Matterhorn,0
I'm A Chicken Head (Skit),Cam'Ron,0
How Y' All Doin',Kyle Eastwood,0
Pipopapo Telpathy,An Cafe,0
Rules of Attraction (Chris Cox),Tina Ann,0
Knucklebuster,Chet Atkins,0
Go On,JK,0
Crackbabies,Urge Overkill,0
Fear of Girls (Live in Croatia_ 1993),U.K. Subs,0
Once,Harry Connick_ Jr.,0
Roll Old Jeremiah,The Black Crowes,0
Secret Lovers (Featuring Mica Paris),Alexander O'Neal,0
Proletariat,Tree,0
Love_ Peace and Harmony,Bow Wow Wow,0
Suti-suti,M.A. Numminen,0
Woman,Free,0
Anatomy of a Contest,John Frizzell,0
Hop_ Skip & Jump,Opals,0
Bring It On,Goose,0
Problems,Mil featuring Petey Pablo,0
Yueh Kuang,Shunza,0
Gum,Emit,0
Con un poquitito de suerte,Leo Dan,0
Shirley,Lil' Band O' Gold,0
Little Bird,Annie Lennox,0
Karola,Remmy Ongala,0
House Of Pain,Van Halen,0
The Child Deirdre,Mychael Danna & Jeff Danna,0
Sense,Beherit,0
Slut [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],Big Star,0
Locaccmaccam,Marc Perrone,0
Harmony Of The Forest,Kitaro,0
Jiggle Once And Wait (Album Version),Dan Cummins,0
I'm On Your Tail,Paul Carrack,0
Still,Jennifer Lopez,0
You'll Never Find,The Impressions,0
Ask The Angels,The Distillers,0
All Time Low (Album Version),Grey Area,0
It Took A Good Woman [Edited Demo],Tiny Tim,0
Hundre \xc3\x85r Gammal,Khold,0
Vacation Rain (Album),Sister Hazel,0
Byal ravnec,Lot Lorien,0
2 Late 4 Goodbyes,Jeff Scott Soto,0
Too Many Choices,Bad Azz,0
Stick Out,Melt Banana,0
Guantanamera,Wyclef Jean,0
Polly's Dress,Hem,0
We Bite,The Misfits,0
Ballad Of The Boll Weevil (Remastered Version) (Take 10),Mance Lipscomb,0
What'Cha Gonna Do About It,Small Faces,0
Objection (Tango),Shakira,0
Spelling Beatnuts with Lil' Donny,Beatnuts with Lil' Donny,0
Doomed To Walk The Earth,Swallow The Sun,0
Tha Day,K's Choice,0
These Days,Hushabye Baby,0
Polyester,Maximilian Hecker,0
The Dark Road,White Willow,0
Breaking In,Alexandre Desplat,0
Nothing's The Same (2002 Digital Remaster),Gary Moore,0
Side Steppin',Paul Brown,0
Facedown,Matt Redman,0
Hard To Concentrate (Album Version),Red Hot Chili Peppers,0
Que Si_ Que No,Jody Bernal,0
I Don't Wanna be A Star,Corona,0
I Believe In You (More Than A Story Album Version),Go Fish,0
I Don't Like It Like This,The Radio Department,0
She Will Be Loved,Maroon 5,0
I'm A Tomorrow,Ec8or,0
Valkyria,YGGDRASIL,0
Senegal Son,Renee Rosnes,0
Where You Belong,The Summer Obsession,0
When Your Ready,Dabbler,0
Fair Enough (LP Version),Beth Nielsen Chapman,0
Lost Love,Barry Goldberg,0
Imaginary Love,Mae West,0
Espoirs Perdus (Valse),Jo Privat,0
The Song of the Riddles,Willie Clancy,0
American Lovebite,Dons,0
Release,LORE,0
I hit You Wit The Pepper,Messy Marv,0
Les Deux Guitares,Jean Ferret,0
An M'agapas,Konstantinos Galanos,0
Just Like Darts,The Real Kids,0
Kun rakastaa,Frederik,0
Down (LP Version),Stone Temple Pilots,0
"Suite No. 4 in G major_ Op. 61_ ""Mozartiana"": IV. Variation 5 \x14",Neeme Jarvi,0
Remote Control,Dark Distant Spaces,0
Hardcore From The Underland,DJ Isaac,0
Flying Fiddles (1996 Digital Remaster),Shay Torrent,0
Menu Lagan Lagi,Sukhwinder Singh;Jaspinder Narula,0
Pray (Album Version),Damita,0
Back Then,BoDeans,0
Call Me,Mint Condition,0
Scrap,Tin Hat Trio,0
Zearocks (LP Version),Leaders Of The New School,0
Milkcow Blues (Album Version),We Five,0
I Won't Lie,The Twinkle Brothers,0
The Four Big Ones (Essential Authors And Works),Black Debbath,0
La polka des grenouilles,Serge Desaunay,0
Put On Your Rubbers,Fast Eddie,0
Le syst\xc3\xa8me solaire,SANSHIRO,0
Quiero Ser Tu Sue\xc3\xb1o,Andy & Lucas,0
Becoming (LP Version),Lennie Tristano,0
You Were The One (Wide Wide World Album Version),Erin O'Donnell,0
MY HERIONE (Acoustic Version),Silverstein,0
Il fait d\xc3\xa9j\xc3\xa0 (Live),Claire Elzi\xc3\xa8re,0
So(u)l Invictus,Nightfall,0
Marbles,Spunk,0
Fat Albert's Car,Bill Cosby,0
Cielito lindo,Mariachi Silvestre Vargas,0
For All We Know,Ann Hampton Callaway,0
Game Night (Album Version),Bill Engvall,0
Har vi r\xc3\xa5d att i dagens l\xc3\xa4ge ha kvar v\xc3\xa5ra v\xc3\xa4nner i socialgrupp 3?,G\xc3\xb6sta Ekman / Tage Danielsson,0
Leski\xc3\xa4idin tytt\xc3\xa4ret,The Avengers,0
Turn Your Eyes Upon Jesus,Kathy Troccoli,0
Knowing You'll Be There,Gaither Vocal Band,0
Over the Rainbow,The Golden Age Orchestra_ Paul Summer\xc2\xa0,0
The Moon Was Yellow,Russ Morgan,0
Boda de Oro,Orquesta America,0
Darling_ I Want To Destroy You,AFI,0
De rien,Les Ogres De Barback,0
On Probation,Youves,0
Unworthy of His Love,Oak Ridge Boys,0
Armageddon's Raid,Belphegor,0
Let It Be Me,Dionne Warwick,0
As Nice As I Can Be,Eagles Of Death Metal,0
Oh ! Tannenbaum,Bimbo Band,0
The People You Care For,John Ottman,0
The Original Colossal Drag Rag,The Even Dozen Jug Band,0
Abu-Pia,Papa Wemba,0
El Gatito,Los Cumbieros Del Sur,0
Superman,Unwritten Law,0
The End Is Near (LP Version),Leaders Of The New School,0
Little Things,Streetwize,0
From Now Until Then,Marshall Crenshaw,0
Alfil_ Ella No Cambia Nada,Luis Alberto Spinetta,0
Eeshwar,Niraj Chag,0
Josephine,Chris Rea,0
Don't Be Deceived,The Winans,0
Love In Time,Esperanza Spalding / Leo Genovese,0
Oversleeping,themselves,0
Murphy Lee,Murphy Lee / Zee,0
Addison Faceplant,ZTrip,0
Let's Wrap Up,Roy Roberts,0
Pass Me Not (LP Version),Fernando Ortega,0
We Three Kings,The Roches,0
Plaisance-Fox,Emile Vacher,0
The End. [Live In Mexico],My Chemical Romance,0
Sleepy Man Blues,Bukka White,0
I Go to the Rock,The Rambos,0
It's Personal,Lennie Tristano,0
Misty Blue,Billie Jo Spears,0
Main Street Eyes,Iggy Pop,0
East to West,Starski and Clutch,0
Can't Make You Love Me,Britney Spears,0
Piracy,Tanya Chua,0
So Danco Samba (Jazz 'N' Samba) (1997 Digital Remaster),Wanda De Sah,0
The Story Goes On,The Steeles,0
You Never Wash Up After Yourself (Live),Radiohead,0
Tu Mejor Amigo,David Summers,0
Magali,Gloria Lasso,0
Night Terrors (Album Version),Static-X,0
Here We Are,Dallas Holm,0
Guns And The Young,Mighty Mighty Bosstones,0
Jesus Loves Me (Now More Than Ever),Russ Taff,0
Me quedo sin ti,Julio Iglesias Jr.,0
Judgement Begins With The House Of God,STEVE CAMP,0
Bonjour,Jacques Douai,0
Lo Decidio,Orquesta Aragon,0
I got A Woman,Eddie Boyd,0
Vida De Mi Vida,Banda La Bocana,0
Jam-Master Jammin',RUN-DMC,0
Love Don't Love Me (Justin Timberlake) (Amended Version),Justin Timberlake,0
Medley: Safe To The Rock / Hiding In Thee,George Hamilton IV,0
The Carrying Arms,The Antlers,0
We Blame Love,Heaven 17,0
Pills (Dub) (Dub),Cedric Gervais feat. Second Sun,0
Un Gran Vacio,Michael Salgado,0
On The Wing,Owl City,0
Yo Yo Man (Garter Belt),Tony Joe White,0
Remember (The Beauty Of Simplicity Album Version),Telecast,0
Murder In The Graveyard,Screaming Lord Sutch,0
The Door,Keb' Mo',0
Automatic,Less Than Jake,0
You're My First Lady,T.G. Sheppard,0
I Don't Wanna be a War Hero,Anti-Flag,0
Nocturne For Piano No. 5 In B Flat Major_ Op. 37,David Jalbert,0
Snapshot Samurai,Her Majesty's Finest,0
True Love,Tyrone Taylor,0
Bestio Tergum Degero Pt. 3,Pelt,0
Introitus: Requiem: Dies Irae,Kuijken Kwartet,0
Hold On,The Jason Bonham Band,0
We Got What You Want,Busta Rhymes,0
Kick_ Push II (Album Version),Lupe Fiasco,0
Christmas Won't be the Same Without Johnny,Dr. Elmo,0
Ma Pr\xc3\xa9f\xc3\xa9rence (Live),Julien Clerc,0
Jahuu_ Gandiva laulaa!,Sabda Brahma,0
M\xc3\xa1s Y M\xc3\xa1s,Mazz,0
Itinerario,Clementina De Jesus,0
Stephanie Says,The Velvet Underground,0
90er,Headliners,0
Say Goodbye,Barry Manilow,0
Music And Politics,The Disposable Heroes Of Hiphoprisy,0
Free (lp),Big Audio Dynamite,0
Fleur De Paris,Jean Marc Thibault,0
After All The Love Is Gone,Alias,0
Under The Weather,KT Tunstall,0
Origins And Endings,Winds Of Plague,0
Sinc\xc3\xa9rit\xc3\xa9 (feat. Ludo),Leila Chicot,0
Your Revolution Is A Joke,Funeral For A Friend,0
CrossBreed,Sound Field,0
Neon Psychedelia,Sweet,0
I'm Blue (LP Version),The Rascals,0
Q Loop,Basic Channel,0
Make It Last,The Ataris,0
Kuolema Tekee Taiteilijan,Nightwish,0
Immigrant Song (Album Version),Led Zeppelin,0
Bside,Various Production,0
Please Love Me,B.B. King,0
The Power Of,Nora,0
Good Morning Captain,The Black Crowes,0
Twist Y Gritos (Twist & Shout),Los Fabulosos Cadillacs,0
Having A Little Talk With Jesus,Brenda Lee,0
Festival Of Holi,Brian Tyler,0
Ain't She Sweet,The Beatles / Tony Sheridan,0
Words- Till the mornin' comes Mix,Liquid Spill,0
Coffee Blues,Mississippi John Hurt,0
No Love To Give (LP Version),The Rascals,0
Reefer Head Woman,Aerosmith,0
Jumke,Sukshinder Shinda,0
Lost in Marrakesh with Entropik (Pathaan's Mirage Mix),Ancient Astronauts,0
Le Bug (Live 2005),M,0
Estimate,Slum Village,0
Brooklyn On A Saturday Night,Neil Diamond,0
Volvere,OV7,0
El Gato Confite,Mar\xc3\xada Elena Walsh,0
Mua rakastan,Murskahumppa,0
It Gwine Dreada,The Twinkle Brothers,0
When There's A Will_ There's A Way,Jimmy Johnson,0
Da Da Da Da,Tha Liks,0
Quan Tou Tang,Miriam Yeung,0
TU MIRADA,Antonio Koudele,0
Marrakech,Juan Carmona; Ricardo Larroze,0
Sunday In Marin,Chris Camozzi,0
Hurry Up And Come,Cocoa Tea,0
Touch Your Button Carnival Jam,Wyclef Jean featuring will.i.am and Melissa Jim\xc3\xa9nez;Wyclef Jean featuring Machel Montano_ Daniela Mercury_ Black Alex_ and Djakout Mizik,0
Ballroom Floor,Dennis Brown,0
Music In Dreamland,Be Bop Deluxe,0
Ole Con Ole,Peret,0
Goodnight Irene,Kingston Trio,0
Mom,Josh Mullins,0
All The Way,Joey McIntyre,0
East Bay Bounce,Paul Taylor,0
Forever,VHS Or Beta,0
Teska (Teska),Greek Gypsy Musicians,0
One Night Alone,Vixen,0
Why,Kol Simcha,0
Infant Dreams,Bill Douglas,0
Baila Cari\xc3\xb1o,Pete Bamboo,0
Beauty Supply And Demand,Busdriver,0
I Will Turn Your Money Green (Take 1),Furry Lewis,0
To Sir With Love,Lady Saw,0
Sauer,Klimperei,0
Superstar (feat. J-Noxx),Hollowtip,0
Heart's Grown Cold (LP Version),Blackfoot,0
Signs Can Hear All,Ciaran Byrne,0
Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie),X-ecutioners featuring Tom Tom Club & Biz Markie,0
Falling Apart,Dario Marianelli,0
Is It Love,3 of Hearts,0
Deep Blue,Dave Eggar,0
L.S.M.,Year of Desolation,0
High On the Mountain,The Del McCoury Band,0
Llorando Por Amor,Flor Silvestre,0
Cycle Time,Liars,0
New Milk Cow Blues,Moon Mullican,0
Transmission (Album Version),Static-X,0
The last havoc,Necrodaemon,0
Cry Of My Heart,Wayne Watson,0
We're Not Gonna Bow,Jeff And Sheri Easter,0
In Hell (Album Version),A Perfect Murder,0
Stand By Me,Atomic Rooster,0
Mefistofele/Spunta... l'aurora pallida...,Mich\xc3\xa8le Crider;Vincenzo La Scola;Samuel Ramey;Riccardo Muti,0
Va Por Usted,Rocio Jurado,0
Ralph's Rhapsody,Ray Lynch,0
Up Jumped The Devil - Live,Clarence Gatemouth Brown,0
Love & Understanding,Lady Saw,0
We Are The Ones (Lounge Version),Zombie Girl,0
He Was Here,Scott Krippayne,0
\xc2\xa1Hola_ Peque\xc3\xb1o Ser!,Pescado Rabioso,0
BOOM!!!,Albin Myers,0
Soda Pop,John Fogerty,0
Don't Stop,Scweez,0
Everybody's Someone (Gateway Mix),Leann Rimes & Brian McFadden,0
You Were There,Fl\xc3\xa4skkvartetten / Daniel Bellqvist,0
Kissing Game,2XL,0
Un Minuto Contigo (One Moment),Edmundo Ros,0
Other Side of You,DJ Harry,0
Tennessee Central Number Nine,Pee Wee King,0
It Must Be Everywhere (Complete Version),Nazz,0
Mon Legionnaire,Marcel Azzola,0
Everyday Struggle (Bonus),Agency 1.9.9.4,0
I Know Where I Am Now,Jake Hess,0
Fly Away (Instrumental),HardNox,0
Falling Stars,Desert Dwellers,0
Chicago Bound Blues,Bessie Smith,0
Papa Legba (2005 Digital Remaster),Talking Heads,0
Herz an herz (Live Version),Paso Doble,0
The Lakes Of Pontchartrain,Planxty,0
Liquid Mercury,Jimmy Page,0
Suburban Living,Yuppie Pricks,0
Waitin' For The Wind,Spooky Tooth,0
Psalm 27,Donnie McClurkin,0
Badrock City,Big Audio Dynamite,0
Serenata,Tranzas,0
Live Then Lay,Naughty By Nature featuring Phiness,0
Start Me Up,The Rolling Stones,0
Got The Blues,Blind Lemon Jefferson,0
Turn Yourn Radio On,Andy Griffith,0
Marvel Hill,The Cardigans,0
Lucky Fellow - Original,Leroy Hutson,0
C'est pour vous que je chante,Les Hou-Lops,0
Mr. Crump,Mum,0
Mi Vida Se Pinto De Gris,Yndio,0
So Long (Originally Performed by Abba),The Meatmen,0
Love Is What We Make It,Kenny Rogers,0
Donnez-nous des jardins,Pierre Perret,0
Raindrops Keep Falling On My Head,David Arkenstone,0
Brown Eyed Girl,The Sonics_ Charlie & The Tunas,0
New Round And Round,Casey Bill Weldon,0
Let's Get High (Yves Larock Radio Edit w Rap),Anane,0
50_000 Miles Beneath My Brain (Live),Ten Years After,0
DJs Are The New Rockstars-Live Mashup Mix 7,DJ Godfather,0
Stainless Steel Gamelan,John Cale,0
Estoy Aqu\xc3\xad,Shakira,0
Michael Nobody aka Poetic Death,Snowgoons,0
Mirame A La Cara (Version Salsa),Andy & Lucas,0
22 Going On 23,Butthole Surfers,0
Liian v\xc3\xa4h\xc3\xa4n aikaa,Fredi,0
Private Dancer,Heavy D,0
Shake That Thang,DJ Omega,0
Lappi Pt IV Eti\xc3\xa4inen,Nightwish,0
American Girl,Brooke Valentine,0
Red Castle,Pumpkin Buzzard,0
Baby Mama,Camp Lo,0
Party Favours (Dee Dee's Flukey Remix),Bionikworld,0
The Carnival  feat. Japjit Kaur,Niraj Chag,0
learn (Album Version),One Be Lo,0
Feverish,Spitfire,0
Keep Walking,The Wilburns,0
Syrup Sipping (Banner Beat Break),David Banner,0
Xenophobic Hate Machine,Bodies In the Gears of the Apparatus,0
Is It Wrong,Warner mack,0
COLD MORNING,Portobello,0
Parabolics Studies 6,Henri Pousseur,0
4 Words (To Choke Upon),Bullet For My Valentine,0
How It Begins,Ice & Breeze,0
Ella Speed,Rick Ross,0
Chatma,Tinariwen,0
Lay All Your Love On Me (LP Version),Information Society,0
The way to Peace,Uman,0
LOVESICK - Obsession in \xc2\xbe Time,Philippe Sarde,0
All Alone (Live),Gorillaz,0
Llegaste T\xc3\xba,Huey Dunbar,0
Pobre diabla (Directo 09),Carlos Baute,0
Wake Up Call (Album Version),The Prodigy,0
The Object Of My Affection,Russ Morgan,0
Where Are You?,Arthur Tracy,0
Big World,David Saylor,0
Zambele (1997 Digital Remaster),Clara Nunes,0
Please Come Out Tonight,Phil Collins,0
Jesus Is the Lord,Andrae Crouch,0
World Comes Tumblin' Down,The Distillers,0
Carita De Rosa,Gertrudis,0
Cierra Los Ojos Y Juntos Recordemos - Original,Yolandita Monge,0
Love Is Gone (Eddie Thoneick's Liberte Mix),David Guetta - Joachim Garraud - Chris Willis,0
Slipping Away/Here Is Kazmeyer,Information Society,0
The Unidentified Flying Object,Perrey And Kingsley,0
Destroy Everything (Album Version),Hatebreed,0
Hired Security,The Harvard Lampoon Comedians,0
The Gre(A)t Depression,Anti-Flag,0
Comfort Creek,Barbara Fairchild,0
See You in the Morning,Pam Thum,0
L'Ardechoise Aux Cheveux Blanc,Alain Turban,0
Loud & Clear (featuring Defari_ King T & Butch Cassidy),Xzibit,0
Writes Of Winter,Jimmy Page,0
Pedazo De Idiota,Mercedes Castro,0
Pokrusa,Lili Ivanova,0
Freaxxx,brokeNCYDE,0
Bro. Bill  (LP Version),Cactus,0
Two of a Kind_ Workin' on a Full House,Hushabye Baby,0
Don't Mess With the IRS,Dr. Elmo,0
Roses,Silverchair,0
My Love,Irish Tenors,0
The Cool (Amended Album Version),Lupe Fiasco,0
Chanson D'Amour,Jean-Jacques Goldman;Edith Lefel;Malavoi,0
Le Droit Des P\xc3\xa8res (Live Electrique),Cali,0
Long Way From Home,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,0
Alla Mot Alla,Kent,0
Raw Power,Iggy And The Stooges,0
Head Banger,EPMD,0
I'm Chillin,Kurtis Blow,0
Strip The Soul (album version),Porcupine Tree,0
Come Dance With Me,The Token,0
Nuestras Sevillanas 1,Los Del Rio,0
Te Quiero Mas,The Party Group,0
Sangria (Nomadbrothers Remix feat. Rio),Tania Maria,0
One Moment With You,Jackie Wilson,0
The Lord's Prayer,Dario Marianelli,0
La Blessure,Eric Demarsan,0
Free,Darwin Hobbs,0
It Ain't No Use,Jimmy McCracklin,0
Red Gun,The Forms,0
I Want You,Sophie B. Hawkins,0
Malice,Behemoth,0
Tuck That Sh*t,Messy Marv,0
Arco Arena,Cake,0
Why Don't You Do Right (Album Version),Jim Kweskin with Samoa Wilson,0
Ride Out Dip,Crucial Conflict,0
Baby Please Don't,Tampa Red,0
Stop The World,RIDDLIN' KIDS,0
Wo Ai Ni_ Zai Jian!,Sammi Cheng,0
Nostalgia for Infinity,Jonn Serrie,0
Things I Don't Understand,Coldplay,0
Mi Gitana (feat. The Dey),Los Del Rio_ The D.E.Y.,0
A Piece Of My Heart,Gang Of Four,0
You Are Everything,Regina Belle,0
I Can't Rest,Fontella Bass,0
Pictures To Prove It,The Mighty Mighty Bosstones,0
Love Island (LP Version),Eumir Deodato,0
Hold On (Album Version),The Rance Allen Group,0
Show Some Love Where Is The Love feat. MackaB,Carroll Thompson,0
Like I Never Loved Before,Phil Vassar,0
Dying Under A Binary Star,Crematorium,0
Brivdiena,Intars Busulis,0
Man No Sober (LP Version),Steel Pulse,0
Fear Factor (Shiny Happy Jihad),Joe Rogan,0
Inti Guauqui,Jorge Alfano,0
I Don't Love You Anymore,George Jones,0
Sudenkorento -Life On Mars-,Hector,0
Titan,The Bongo Man,0
Dancing With Tears In My Eyes 2004 (Nova Mix (Club Version)),Novaspace,0
Carolan's Concerto,The Chieftains,0
Blues All Around My Bed,Precious Bryant,0
Paper Thin,Leona Naess,0
Gloria (In The Name Of Love Album Version),Audio Adrenaline,0
The Preacher,The Bronx Horns,0
Cafe deClouet,Galactic,0
Man Smart Woman Smarter,Robert Palmer,0
Shen Lai,Dylan Kuo,0
Principe Nino,Gonzalo Rubalcaba,0
Two of a Kind,Frost,0
Gangsta Lean (Gangstapella),D.R.S.,0
Credits,Pete Miser,0
Bed Of Roses,Warrant,0
Every You Every Me (Infected By The Scourge Of The Earth),Placebo,0
First Day (Album version),Timo Maas,0
Jole Brun,Harry Choates,0
Celluloid Heroes,Bon Jovi / Ray Davies,0
Wives ( LP Version ),Bill Cosby,0
You\x19ll Rue The Day,Spade Cooley,0
Bonita,Barbara Lusch,0
Fly Talkin',Lil Wayne,0
Indo,Studio,0
Losing track,You Should Go Ahead,0
Eleanor,Low Millions,0
Linoleum (live),NOFX,0
The Drug Suite,Stew,0
Was wollen wir noch mehr?,Die Fantastischen Vier,0
Final Solution,Blanks77,0
(eskomolto),Pagan Wanderer Lu,0
Bad Man Story,Beenie Man,0
Child Support,DJ Nasty,0
Il N'Etait Pas Sentimental,Line Renaud,0
Turn It Up,Devine and emilyPLAY,0
Rolo Le Baroudeur,Julien Clerc,0
Job's Defiance,Don Francisco,0
Chasing Windmills,Heavy D,0
Slipping Away,Vivian,0
Thriller (Album),Singing Melody,0
All Night Worker,Dave Alvin,0
Coward,Hoods,0
No Reply (Demo),Buzzcocks,0
Long Lonesome Blues,Blind Lemon Jefferson,0
Nature Boy,Quadro Nuevo,0
Lonely Shooting Stars,Sandy Lam,0
Where You Think You're Goin'?,Darryl Worley,0
Unsafe Sextet/Gilded Hearts of Booklovers,Busdriver,0
Haunt Me (Album Version),Wednesday 13,0
Intro / Stay All Night_ Stay A Little Longer,Hawkshaw Hawkins,0
Entre Gris Clair Et Gris Fonc\xc3\xa9 (Live),Jean-Jacques Goldman,0
One Of These Days,Mike Bloomfield,0
Con La Misma Tijera,Los Originales De San Juan,0
Freak,Stephen Pearcy,0
Tirador (Carlos Jean Remix),Hevia,0
Rock Island Blues,Furry Lewis,0
Ocean Size (Album Version),Goldfinger,0
No Ordinary Love (Remastered LP Version),Deftones,0
Des voiliers (Sur un po\xc3\xa8me de Claude Nougaro),Richard Galliano,0
Wait And Bleed [Demo],Slipknot,0
"Messiaen : Et exspecto resurrectionem mortuorum : IV ""Ils ressusciteront_ glorieux_ avec un nom nouveau",Pierre Boulez,0
The Last Thing I Need,Big Mike Griffin,0
Bury Me,Ashes to Ashes,0
Evigne,Dobet Gnahor\xc3\xa9,0
I Remember/Great Is Thy Faithfulness,Kathy Troccoli with Aaron Jeoffrey,0
Head Gone/Wine Up Uh Self (Album Version),Elephant Man,0
Getting Closer,Cocoa Tea,0
Tough Guy,Open Hand,0
Healing,Blessid Union Of Souls,0
Bubble Music,Cam'Ron,0
Flesh And Blood,Mary Black,0
Total Vision,David Tao,0
Good Friend,James Horner,0
Lo Siento En Mi Coraz\xc3\xb3n,Luis Alberto Spinetta,0
Yellow Brown,Jesus Jones,0
Buckle Down (2002 Digital Remaster),Red Hot Chili Peppers,0
( Gone With the Wind) Bonnies Fatal Pony Ride,Max Steiner,0
Number One Girl,Glen Washington,0
Filosofia Pura,Gal Costa / Maria Beth\xc3\xa2nia,0
My Ship Is Comin' In,Walter Jackson,0
Fractured Quantum,Ace Frehley,0
De Do Do Do_ De Da Da Da,The Police,0
Free Love,Long Beach Dub Allstars,0
Pastel,Richard Smith,0
Qu Ni De Hun Li,Candy Lo,0
Smoke In The Air (A Cappella),C.L. Smooth,0
Red Sails In The Sunset,Arthur Tracy,0
IRM,Charlotte Gainsbourg,0
Kapitel 4,Oliver Kalkofe,0
20.000 Seconds,K's Choice,0
Look Thru My Eyes,DMX,0
(The Best Part Of) Breakin' Up,The Ronettes,0
Cedar and Clay (World),R. Carlos Nakai,0
Kathe Mera Kathe Nihta (2005 Digital Remaster),Dakis,0
\xc3\x88ay! Que Pena,Los Chunguitos,0
In Di Car Back (Album Version),Mavado,0
Sugar Coated Sour,The Dillinger Escape Plan,0
Let's Start All Over,The Cate Brothers,0
Harald: Trinkhalleluja,B\xc3\xbclent Ceylan,0
Il Y A Une Question (Live),Cali,0
Cannibal (Dance Mix),Reel Big Fish,0
Ferrous Carbonate Mass,Kali,0
Spider's Nest Blues,Memphis Jug Band,0
I Will Hear (Psalm 85),John Michael Talbot,0
Hoes & Discos,Non Stop DJs,0
Harmony,Jesse Malin,0
Funky Medley,Jeff Scott Soto,0
It's Surprising What the Lord Can Do,The Del McCoury Band,0
Quiet Nights Of Quiet Stars [Corcovado] [The Frank Sinatra Collection],Frank Sinatra,0
Hotel,Cassidy featuring R. Kelly,0
